lineno;moment;mapnumber;round;map_name;match_id;hs;penetrated;throughsmoke;type;author_name;author_id;author_side;time;victim_id;victim_name;victim_side;weapon;damage;damage_armor;victim_health;victim_armor;hitgroup;author_coord;victim_coord;blinded_time;flashbang_id
14476;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:43:18;;;;;;;;;;;;;
14477;live;3;13;de_dust2;bo3;0;0;0;threw molotov;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:18;;;;;;;;;;;;;
14478;live;3;13;de_dust2;bo3;0;0;0;threw hegrenade;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:43:22;;;;;;;;;;;;;
14480;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:24;;;;;;;;;;;;;
14482;live;3;13;de_dust2;bo3;0;0;0;threw molotov;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:25;;;;;;;;;;;;;
14483;live;3;13;de_dust2;bo3;0;0;0;threw molotov;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:43:26;;;;;;;;;;;;;
14484;live;3;13;de_dust2;bo3;0;0;0;threw flashbang;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:27;;;;;;;;;;('240', '2313', '434');;;
14485;live;3;13;de_dust2;bo3;0;0;0;blinded;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:27;BOT;GOTV;Unassigned;;;;;;;;;0.74;376.0
14486;live;3;13;de_dust2;bo3;0;0;0;blinded;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:27;STEAM_1:1:61864068;profeta;TERRORIST;;;;;;;;;0.13;376.0
14487;live;3;13;de_dust2;bo3;0;0;0;blinded;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:27;STEAM_1:1:511493195;Agostinho Cacha̤a;TERRORIST;;;;;;;;;1.63;376.0
14488;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:43:27;;;;;;;;;;;;;
14489;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:28;;;;;;;;;;;;;
14490;live;3;13;de_dust2;bo3;0;0;0;threw hegrenade;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:29;;;;;;;;;;;;;
14492;live;3;13;de_dust2;bo3;0;0;0;threw hegrenade;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:43:31;;;;;;;;;;;;;
14493;live;3;13;de_dust2;bo3;0;0;0;attacked;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:43:31;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;hegrenade;2.0;0.0;98.0;85.0;generic;('1281', '1701', '1');('1115', '3017', '129');;
14494;live;3;13;de_dust2;bo3;0;0;0;threw molotov;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:31;;;;;;;;;;;;;
14495;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:43:31;;;;;;;;;;;;;
14496;live;3;13;de_dust2;bo3;0;0;0;threw flashbang;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;;;;;;;;;;('1088', '2248', '356');;;
14497;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;;;;;;;;;3.9;369.0
14498;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:0:222365165;Lkz;Spectator;;;;;;;;;0.78;369.0
14499;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:0:62033627;mauroban;TERRORIST;;;;;;;;;4.53;369.0
14500;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:61864068;profeta;TERRORIST;;;;;;;;;4.01;369.0
14501;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:546304018;GABIGORDO;CT;;;;;;;;;0.62;369.0
14502;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:511493195;Agostinho Cacha̤a;TERRORIST;;;;;;;;;4.09;369.0
14503;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;;;;;;;;;4.52;369.0
14504;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:523795911;pod'panks;Spectator;;;;;;;;;4.06;369.0
14505;live;3;13;de_dust2;bo3;0;0;0;blinded;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:0:545529406;Midoriya;CT;;;;;;;;;0.62;369.0
14506;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:33;STEAM_1:1:546304018;GABIGORDO;CT;ak47;34.0;5.0;66.0;94.0;stomach;('1437', '2205', '-8');('1300', '2448', '52');;
14507;live;3;13;de_dust2;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:43:33;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;ak47;34.0;5.0;66.0;94.0;stomach;('1306', '2451', '53');('1448', '2197', '-9');;
14508;live;3;13;de_dust2;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:43:33;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;ak47;34.0;5.0;32.0;88.0;stomach;('1308', '2453', '53');('1454', '2202', '-9');;
14509;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:34;STEAM_1:1:546304018;GABIGORDO;CT;ak47;26.0;0.0;40.0;94.0;left leg;('1391', '2224', '-3');('1307', '2452', '53');;
14510;live;3;13;de_dust2;bo3;0;0;0;attacked;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:43:34;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;ak47;34.0;5.0;0.0;82.0;stomach;('1317', '2467', '54');('1458', '2225', '-8');;
14511;live;3;13;de_dust2;bo3;0;0;0;killed;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:43:34;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;;;;;;;('1317', '2467', '54');('1458', '2225', '56');;
14512;live;3;13;de_dust2;bo3;0;0;0;assisted killing;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:34;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;;;;;;;;;;
14514;live;3;13;de_dust2;bo3;0;0;0;attacked;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:36;STEAM_1:1:546304018;GABIGORDO;CT;galilar;28.0;4.0;12.0;89.0;stomach;('1491', '2094', '-10');('1487', '2564', '63');;
14515;live;3;13;de_dust2;bo3;0;0;0;attacked;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:36;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;awp;137.0;1.0;0.0;98.0;stomach;('1203', '3060', '128');('1485', '2093', '-10');;
14516;live;3;13;de_dust2;bo3;0;0;0;Dropped_The_Bomb;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:36;;;;;;;;;;;;;
14517;live;3;13;de_dust2;bo3;0;0;0;killed;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:36;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;;;;;;;('1203', '3060', '128');('1485', '2093', '36');;
14519;live;3;13;de_dust2;bo3;0;0;0;attacked;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:36;STEAM_1:1:546304018;GABIGORDO;CT;ak47;15.0;2.0;0.0;86.0;chest;('797', '2570', '94');('1491', '2570', '65');;
14520;live;3;13;de_dust2;bo3;0;1;0;killed;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:43:36;STEAM_1:1:546304018;GABIGORDO;CT;ak47;;;;;;('797', '2570', '94');('1491', '2570', '129');;
14521;live;3;13;de_dust2;bo3;0;0;0;assisted killing;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:36;STEAM_1:1:546304018;GABIGORDO;CT;;;;;;;;;;
14523;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:37;STEAM_1:0:421866189;HRZ;CT;ak47;33.0;4.0;67.0;95.0;stomach;('926', '2312', '0');('-215', '2116', '-127');;
14524;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:37;STEAM_1:0:421866189;HRZ;CT;ak47;26.0;3.0;41.0;91.0;left arm;('926', '2312', '0');('-207', '2117', '-127');;
14525;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:37;STEAM_1:0:421866189;HRZ;CT;ak47;33.0;4.0;8.0;86.0;stomach;('926', '2312', '0');('-207', '2117', '-127');;
14526;live;3;13;de_dust2;bo3;0;0;0;attacked;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:43:37;STEAM_1:0:62033627;mauroban;TERRORIST;ak47;26.0;3.0;31.0;81.0;chest;('-207', '2117', '-127');('926', '2312', '0');;
14527;live;3;13;de_dust2;bo3;0;0;0;attacked;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:37;STEAM_1:0:421866189;HRZ;CT;ak47;33.0;4.0;0.0;81.0;stomach;('926', '2312', '0');('-207', '2117', '-127');;
14528;live;3;13;de_dust2;bo3;0;0;0;killed;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:37;STEAM_1:0:421866189;HRZ;CT;;;;;;;('926', '2312', '0');('-207', '2117', '-81');;
14530;live;3;13;de_dust2;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:43:37;;;;;;;;;;;;;
14531;live;3;13;de_dust2;bo3;0;0;0;attacked;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:38;STEAM_1:1:511493195;Agostinho Cacha̤a;TERRORIST;awp;110.0;1.0;0.0;88.0;chest;('1226', '3022', '128');('906', '2456', '97');;
14532;live;3;13;de_dust2;bo3;0;0;0;killed;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:43:38;STEAM_1:1:511493195;Agostinho Cacha̤a;TERRORIST;;;;;;;('1226', '3022', '128');('906', '2456', '161');;
14533;live;3;13;de_dust2;bo3;0;0;0;assisted killing;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:43:38;STEAM_1:1:511493195;Agostinho Cacha̤a;TERRORIST;;;;;;;;;;
14535;live;3;13;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:42;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;glock;12.0;6.0;86.0;78.0;chest;('1124', '2626', '96');('1066', '3043', '130');;
14536;live;3;13;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:42;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;glock;12.0;6.0;74.0;71.0;chest;('1116', '2625', '96');('1069', '3043', '130');;
14537;live;3;13;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:43;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;glock;49.0;27.0;25.0;43.0;head;('1107', '2624', '96');('1073', '3043', '130');;
14538;live;3;13;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:43;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;glock;49.0;27.0;0.0;15.0;head;('1092', '2622', '96');('1103', '3046', '130');;
14539;live;3;13;de_dust2;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:43;STEAM_1:1:49368437;Tuf1m #ChoraN;CT;glock;;;;;;('1092', '2622', '96');('1103', '3046', '194');;
14542;live;3;13;de_dust2;bo3;0;0;0;Got_The_Bomb;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:49;;;;;;;;;;;;;
14543;live;3;13;de_dust2;bo3;0;0;0;Bomb_Begin_Plant;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:53;;;;;;;;;;;;;
14545;live;3;13;de_dust2;bo3;0;0;0;threw flashbang;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:55;;;;;;;;;;('1149', '2215', '56');;;
14546;live;3;13;de_dust2;bo3;0;0;0;blinded;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:43:55;STEAM_1:1:523795911;pod'panks;Spectator;;;;;;;;;0.65;363.0
14547;live;3;13;de_dust2;bo3;0;0;0;Planted_The_Bomb;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:43:56;;;;;;;;;;;;;
14549;live;3;13;de_dust2;bo3;0;0;0;threw smokegrenade;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:00;;;;;;;;;;;;;
14550;live;3;13;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:10;STEAM_1:0:223654549;Leoncio;CT;awp;109.0;1.0;0.0;97.0;chest;('561', '2699', '97');('368', '1729', '88');;
14551;live;3;13;de_dust2;bo3;0;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:10;STEAM_1:0:223654549;Leoncio;CT;;;;;;;('561', '2699', '97');('368', '1729', '152');;
14563;freeze_time;3;14;de_dust2;bo3;0;0;0;Got_The_Bomb;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:17;;;;;;;;;;;;;
14567;freeze_time;3;14;de_dust2;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:17;;;;;;;;;;;;;
14568;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:18;;;;;;;;;;;;;
14569;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:18;;;;;;;;;;;;;
14570;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14571;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14572;freeze_time;3;14;de_dust2;bo3;0;0;0;Dropped_The_Bomb;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14573;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14574;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14575;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14576;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:19;;;;;;;;;;;;;
14577;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:20;;;;;;;;;;;;;
14578;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:20;;;;;;;;;;;;;
14579;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:21;;;;;;;;;;;;;
14580;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:21;;;;;;;;;;;;;
14581;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:22;;;;;;;;;;;;;
14582;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:23;;;;;;;;;;;;;
14583;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:23;;;;;;;;;;;;;
14584;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:23;;;;;;;;;;;;;
14585;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:44:24;;;;;;;;;;;;;
14586;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:24;;;;;;;;;;;;;
14587;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:25;;;;;;;;;;;;;
14588;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:25;;;;;;;;;;;;;
14589;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:44:25;;;;;;;;;;;;;
14590;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:25;;;;;;;;;;;;;
14591;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:26;;;;;;;;;;;;;
14592;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:26;;;;;;;;;;;;;
14593;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:26;;;;;;;;;;;;;
14594;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:26;;;;;;;;;;;;;
14595;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:27;;;;;;;;;;;;;
14596;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:27;;;;;;;;;;;;;
14597;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:28;;;;;;;;;;;;;
14598;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:28;;;;;;;;;;;;;
14599;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:29;;;;;;;;;;;;;
14600;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:29;;;;;;;;;;;;;
14601;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:29;;;;;;;;;;;;;
14602;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:29;;;;;;;;;;;;;
14603;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:29;;;;;;;;;;;;;
14604;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:30;;;;;;;;;;;;;
14605;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:30;;;;;;;;;;;;;
14606;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:30;;;;;;;;;;;;;
14607;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14608;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14609;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14610;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14611;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14612;freeze_time;3;14;de_dust2;bo3;0;0;0;purchased;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:31;;;;;;;;;;;;;
14614;live;3;14;de_dust2;bo3;0;0;0;purchased;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:32;;;;;;;;;;;;;
14615;live;3;14;de_dust2;bo3;0;0;0;left buyzone;mauroban;STEAM_1:0:62033627;TERRORIST;12/21/2021 - 21:44:33;;;;;;;;;;;;;
14616;live;3;14;de_dust2;bo3;0;0;0;Got_The_Bomb;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:33;;;;;;;;;;;;;
14617;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Luis1m Turbo;STEAM_1:0:178787255;TERRORIST;12/21/2021 - 21:44:33;;;;;;;;;;;;;
14618;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Tuf1m #ChoraN;STEAM_1:1:49368437;CT;12/21/2021 - 21:44:33;;;;;;;;;;;;;
14619;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:33;;;;;;;;;;;;;
14620;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Leoncio;STEAM_1:0:223654549;CT;12/21/2021 - 21:44:34;;;;;;;;;;;;;
14621;live;3;14;de_dust2;bo3;0;0;0;left buyzone;GABIGORDO;STEAM_1:1:546304018;CT;12/21/2021 - 21:44:34;;;;;;;;;;;;;
14622;live;3;14;de_dust2;bo3;0;0;0;left buyzone;HRZ;STEAM_1:0:421866189;CT;12/21/2021 - 21:44:34;;;;;;;;;;;;;
14623;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Agostinho Cacha̤a;STEAM_1:1:511493195;TERRORIST;12/21/2021 - 21:44:35;;;;;;;;;;;;;
14624;live;3;14;de_dust2;bo3;0;0;0;left buyzone;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:35;;;;;;;;;;;;;
14625;live;3;14;de_dust2;bo3;0;0;0;left buyzone;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:35;;;;;;;;;;;;;
14626;live;3;14;de_dust2;bo3;0;0;0;attacked;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:37;STEAM_1:0:421866189;HRZ;CT;awp;427.0;5.0;0.0;94.0;head;('-418', '-468', '-0');('-413', '1925', '-127');;
14627;live;3;14;de_dust2;bo3;1;0;0;killed;profeta;STEAM_1:1:61864068;TERRORIST;12/21/2021 - 21:44:37;STEAM_1:0:421866189;HRZ;CT;awp;;;;;;('-418', '-468', '-0');('-413', '1925', '-63');;
14629;live;3;14;de_dust2;bo3;0;0;0;threw flashbang;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:38;;;;;;;;;;('-507', '850', '325');;;
14630;live;3;14;de_dust2;bo3;0;0;0;blinded;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:38;STEAM_1:0:178787255;Luis1m Turbo;TERRORIST;;;;;;;;;1.19;469.0
14631;live;3;14;de_dust2;bo3;0;0;0;blinded;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:38;STEAM_1:1:523795911;pod'panks;Spectator;;;;;;;;;1.03;469.0
14633;live;3;14;de_dust2;bo3;0;0;0;attacked;Viniṇo 60Hz;STEAM_1:1:149616265;TERRORIST;12/21/2021 - 21:44:42;STEAM_1:0:545529406;Midoriya;CT;ak47;27.0;3.0;73.0;96.0;chest;('-233', '432', '-2');('-321', '1222', '-102');;
14634;live;3;14;de_dust2;bo3;0;0;0;attacked;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:42;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;m4a1;26.0;5.0;74.0;94.0;chest;('-329', '1218', '-101');('-232', '432', '-2');;
14635;live;3;14;de_dust2;bo3;0;0;0;attacked;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:42;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;m4a1;90.0;19.0;0.0;74.0;head;('-329', '1218', '-101');('-238', '432', '-2');;
14636;live;3;14;de_dust2;bo3;1;0;0;killed;Midoriya;STEAM_1:0:545529406;CT;12/21/2021 - 21:44:42;STEAM_1:1:149616265;Viniṇo 60Hz;TERRORIST;m4a1_silencer;;;;;;('-329', '1218', '-101');('-238', '432', '62');;
